instructions,L1-icache-load-misses,dTLB-load-misses,branch-misses,iTLB-load-misses
6320908,51710,1932,22135,1262
7493767,3994,981,29782,54
9690513,8412,410,26325,173
6552586,9337,1118,36661,383
7489871,35739,1007,15743,650
7266773,44122,1040,23882,1173
5178731,80937,2894,25334,3767
4275585,82419,6068,30177,5305
7518718,36138,2374,24426,2402
6731994,58528,3924,24363,3250
7929859,23288,1748,41495,622
9137366,42276,1435,20351,1480
5118546,89916,2748,23784,2839
3152004,200105,3294,27103,4856
6271870,54961,1705,30692,1519
7474981,27254,690,25244,661
7539392,32854,605,8835,583
8728620,254,30,95,60
7544301,55861,1439,25333,919
5614631,66015,1550,22841,665
6132248,113638,1152,29166,1288
6949126,120500,622,27558,1033
8876429,32874,155,26336,362
8517235,35242,483,27475,476
7423007,113102,568,27903,909
6962063,140973,501,36910,1240
9001224,84009,329,27500,720
8264968,85821,230,24228,1290
6757746,128434,423,25789,1364
6955638,31308,717,19652,269
8210670,18379,300,24495,145
7242378,36822,1008,24095,849
7723744,21244,1042,19534,226
8043841,3142,608,35017,90
8841210,7996,707,38498,129
7327577,40176,1392,18904,878
7680122,40406,985,19421,924
7000572,56505,1881,28917,2752
2150281,114937,7777,21502,8433
4720061,82267,4207,30311,5595
7173121,31915,2376,24193,1656
6628850,58616,4077,27354,3184
8275611,21353,1450,37184,630
8322460,43692,1496,21018,1534
4799846,87134,3438,24442,3576
2696492,149498,5198,23245,5601
2957574,111314,4740,19877,4559
2748345,125094,3377,23420,4158
2682589,184576,9251,22487,11773
3757427,159861,8582,23845,8228
3018895,161227,8586,28609,11191
3571596,145695,5701,42032,4921
4746432,162382,2986,36297,3127
4722310,159961,3509,25667,3936
8126515,107019,2118,14957,2430
16980486,646,57,1393,1186
4104413,143330,4868,23350,3790
8437936,29567,906,11543,592
7376375,114181,1360,14612,3041
4078750,151135,6501,20961,7105
4091241,117849,3979,25193,4345
4743157,123624,2924,32207,3194
6019550,50440,1274,27484,1346
7416107,43823,1094,20490,1221
8557669,1188,29,64,53
8653154,4704,131,2145,250
4814832,96270,1947,33213,1025
6810886,77153,988,25310,907
6946935,114267,772,29042,1111
7522698,75390,355,27968,707
8118235,42841,539,25849,490
8297223,62263,206,29898,493
5472482,94869,591,20733,870
5357733,106445,473,25423,1211
7506539,83840,471,29768,822
7942457,87085,136,26039,1038
7332807,117520,529,22476,1399
6806657,63903,752,22832,546
7565989,19459,386,22327,217
8033515,20901,444,22870,195
6780534,38376,1583,25298,798
8253847,3155,486,23414,31
8056690,8736,677,38643,241
8163811,29340,1320,31542,792
8015379,32367,740,13762,466
7344743,43283,1107,26222,1283
3870857,111025,7297,26094,6405
6195698,44631,2475,34732,2407
7448618,39000,2403,17235,3084
6909839,31889,2760,41199,927
9667290,34866,1199,25556,767
7076586,56378,2174,24811,2176
2020482,88524,4685,16785,6359
1577008,3748,591,641,80
0,0,0,0,0
0,0,0,0,0
0,94,4,179,78
1768885,116163,2769,19215,2526
4082289,118670,1635,16006,2117
3069225,119353,1833,19083,2146
2950779,198869,1569,18000,2086
3408291,119130,1766,12182,1828
959368,63531,2905,12351,2897
1161637,87115,3002,11483,3325
2869114,68363,1620,14166,1443
2512165,43815,2575,9234,2391
1073924,71587,3831,6483,2979
2518987,73864,2739,11025,3313
4043337,103968,3723,19782,4136
3095694,106276,5259,26589,5221
3665939,112951,3605,30888,2665
3267246,116868,3475,19471,3436
3043301,134452,4207,22119,4815
3326995,169806,3823,34452,3180
3584906,142331,4688,23711,5493
8372807,13295,91,6154,919
8950568,2942,35,5682,1609
4975958,101353,3849,24974,3619
3938632,126187,2285,36321,2060
5542435,63336,1144,43115,1367
6983784,31001,381,47924,402
7084736,24110,385,45452,416
7693683,8696,337,42921,364
7960842,26965,1114,7533,1365
4394673,94458,5358,26505,4922
4358342,45672,2275,21639,1797
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
14122,2362,165,501,154
2422,227,12,33,17
6529,477,66,76,68
6317,713,124,100,78
830,134,12,9,12
7460,561,75,49,67
39505,912,136,157,94
828,163,13,11,15
6874,612,74,61,72
4035,389,61,33,55
7328,577,74,47,74
828,161,13,12,16
3207,375,61,32,56
828,182,74,43,68
7347,502,13,12,17
3205,404,61,31,56
830,143,13,12,17
