instructions,L1-icache-load-misses,dTLB-load-misses,branch-misses,iTLB-load-misses
13185852,4290,91,7972,636
8381346,76764,2635,15052,4353
9889060,14532,579,11628,635
10565618,25251,226,10510,2170
11723523,5735,38,6394,745
10054089,37507,1402,10846,3277
8707384,89145,2418,11710,3286
2232428,148504,3540,17627,4679
2433619,151169,3222,16708,4089
4772466,46799,1776,24553,1319
3883103,78555,4364,29086,4098
1782919,39955,1989,6245,1576
46312,6195,278,902,209
311246,31420,2190,5845,2488
2382807,149253,4722,17292,5407
1472726,86831,1466,5531,1657
1348779,49724,3665,6598,3011
1134178,57946,6594,6118,6853
1106650,63638,6861,10362,6250
896715,58243,6630,12498,6702
1063554,60557,5263,13883,5034
1575565,50374,6570,19853,6434
2567441,100747,11466,25699,11016
2158521,95547,13252,38724,10888
2609232,121960,12649,23133,13465
2648599,113083,4772,18090,6307
828644,78729,4730,10546,6980
854588,69654,5726,10848,7125
1092314,86582,5903,15104,6885
739412,68400,6383,10441,6171
1115098,98828,6669,13393,7931
6806074,30918,1927,6929,1840
14288723,1169,335,1251,1281
5401423,120920,7742,23132,8042
2211682,118646,12003,23038,12946
2698078,90994,15133,25981,14502
3264875,84621,13541,30929,12577
2718657,124187,12521,24537,12174
3482212,95507,14054,17689,13292
4081775,108975,12382,17677,13077
13739530,1327,246,2397,1218
9729830,71110,9118,15166,9420
3281198,89113,13448,17688,13476
9267152,12138,2789,10647,4484
5906401,111497,9027,16719,11338
2520727,124775,6524,18338,6016
12906697,3582,203,3209,763
11735636,50488,1049,11080,1859
2357911,132468,8233,22997,10844
695831,38490,949,4970,687
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,15,151
15622944,6002,373,1974,441
17319070,449,43,284,5
10620545,10655,1083,8276,2889
11681741,3339,60,6201,838
7789971,8135,280,6941,834
4770660,74734,2396,39148,2795
2426560,129183,7758,24002,7702
1908032,79598,8402,16701,8325
1932552,105017,11423,15461,10471
1871933,116140,13985,14281,12731
2115490,115743,15243,14400,13985
2407302,147664,20010,15850,17616
2567403,135100,18202,15711,16629
2469536,135588,18196,14894,16197
2393599,136131,14406,18091,17323
1353323,39726,3784,11075,2634
1148,439,13,60,16
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1600,674,28,100,31
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
69592,1523,134,397,81
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
12988,3928,160,516,168
576595,22102,1109,5362,856
560432,18012,1097,6314,1110
941240,12133,592,8148,790
1112230,16492,920,4647,945
4472457,21515,1051,7215,1162
2218817,38055,2258,9703,2376
1915332,34047,1550,5613,1606
2982228,45457,1218,20172,914
863694,56018,2877,9232,2602
3045141,52392,1504,14004,1020
2675584,45740,2157,9599,1607
4110356,44431,1001,14487,703
4093505,24498,922,9421,673
6292096,58237,578,18420,610
9373134,90233,291,34882,748
10544739,51437,181,32925,392
8265976,61604,1932,25608,1622
7287451,112459,1731,26277,2059
3186475,127295,3090,19223,2270
6082602,54079,1415,19611,1039
4461748,24817,1620,25776,526
5363511,26179,1513,27601,646
7203865,48499,956,20075,926
5641338,46772,1812,20637,1799
3514394,142208,4508,21217,5595
4964896,50074,2554,23809,2156
3446069,46210,2609,14984,1968
6917798,44415,1328,21337,1064
4221030,88009,2111,19670,2346
1879323,120941,4928,17456,6318
6377231,62935,2188,20043,1679
11711865,10983,472,2246,204
10095289,36368,1122,12818,875
2830439,72429,2968,11376,2939
1349835,68281,3283,10755,2722
833246,83552,4109,13431,3587
7022025,59205,1838,24872,1754
3393766,125285,2926,24325,3320
2528112,139730,2334,23038,3059
4628224,214454,3894,24537,5551
5390252,70549,4074,34396,2656
6560819,38063,2227,15003,1844
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3441581,47448,1881,15038,1688
5176599,19170,1514,22232,561
3419428,48099,2059,15694,1574
10432240,15469,732,2998,594
2366536,146746,2809,23325,3766
2159481,94860,6617,16356,6298
2481131,98944,2317,18211,3054
2762675,126604,5272,17757,5963
2134493,131655,5906,16881,9537
131011,8289,447,1386,378
110206,3389,2363,1710,966
2464681,117055,3555,19294,2821
4057584,125320,2109,16845,2413
2957026,180962,2220,25996,2873
4450628,208955,2081,16158,2063
1681773,42819,2269,5612,2160
552766,53711,2385,7410,2248
2884783,84062,2040,15537,1889
2631423,39813,1916,7409,1793
1138617,52742,3309,4053,2006
3616248,70726,1996,10819,3294
615296,9345,174,1526,95
1559,539,15,67,22
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
37824,1213,98,195,63
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
11621,3430,196,573,159
326794,31107,599,5214,718
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7368,986,27,230,39
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
17795,3615,148,893,178
387353,42021,2277,8498,3188
1002308,56083,2246,6853,2570
899185,51319,2379,4724,2857
814182,55308,2602,9220,2981
2968387,7078,189,7448,369
1868726,15579,1038,7368,1319
1324352,6047,817,3265,1309
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
169925,14753,923,2271,1145
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
13811,2585,120,387,110
3064532,13734,881,1861,800
1719950,65949,2484,10727,4215
886244,56745,3565,11474,5266
1116172,79180,2015,12278,2512
5156356,4462,124,2439,154
6859230,1226,6,700,34
10005783,31011,1002,10761,837
6881648,44228,1211,21776,1349
5502333,87581,3357,22708,4536
3676923,127877,8149,22083,7800
2887420,139727,7597,24908,9103
2484861,153108,7226,30189,7790
4321938,114595,2529,37140,1921
3672964,155702,2456,29193,2842
4109920,188991,4543,24680,4801
13384491,2970,23,2424,110
11930643,44306,783,8483,984
3280986,120864,4958,21886,3712
11050908,7271,86,7395,111
5199464,143891,2987,18827,4692
5111766,137976,5656,21823,6307
2935928,148048,4360,25095,5074
5148202,84115,2554,30996,2100
6508322,42715,1078,24670,837
7080416,43221,989,17887,908
8641440,299,24,68,32
7719864,15048,885,5757,443
4964427,84838,1602,30523,1101
6236745,77505,949,24513,845
6644439,108613,754,27336,1064
6972028,84019,1372,25853,1179
8338223,34679,791,25636,495
8291337,58844,299,27022,535
6616777,125498,547,29022,1011
7172769,104540,438,30544,1151
7483019,76011,722,26430,991
8083647,102195,518,27150,1778
7549676,123173,531,24273,1318
6970315,25094,606,21278,140
7772053,18877,346,21747,183
6904014,45593,1154,27763,1043
8577071,13065,1161,24608,125
9214645,9189,500,31426,185
7742894,1997,683,35848,70
7077028,41699,1364,18515,971
7675270,43925,1216,25290,1245
6841520,92621,2918,28149,3438
4806435,60839,5419,27053,4953
7082807,33846,2426,23690,1857
6751412,58394,3862,24049,3154
7575086,13243,1458,36984,463
7845056,48948,1427,19825,1355
5774227,63926,2089,24255,2185
3458206,200570,3137,27256,4751
5829638,67658,1657,29280,1589
6977725,39259,1055,25574,865
7602827,35222,704,12215,685
6641862,65095,1729,15591,2806
